title,date,content,link
Breaking the Mold: My Journey To Become A Software Developer - Codeup,"Jan 22, 2020 ","Breaking the Mold: My Journey To Become A Software Developer
Jan 22, 2020 | Alumni Stories


By Ryan Smith, Codeup Alumnus
Whenever I tell someone that I’m a software developer, I generally get the surprised “You? You’re a software developer?”.
I, like many others that have graduated from Codeup, don’t fit the mold most people think of when they think of people in tech.
To be honest, I can barely believe that I am one as well. Throughout 12 years in school, I was a straight C or D student when it came to math or science and wasn’t super excited about college. When I graduated, instead of going to college, I became a missionary in Colombia for two years. Colombia was an intense, immersive experience and I figured that when I got back to the States I would try out college. The results? I lasted a semester in college and did horrible in my science class. My first week in college and I called a Marine Corps recruiter to let him know that I would be joining as soon as possible. College just wasn’t for me. A week after my first semester and I was in boot camp. I spent the next 5 years in The Marine Corps mostly as a military working dog handler, trainer and instructor. It was honestly the best job I ever had.
Unfortunately, the military had other plans for me that didn’t involve working with dogs, so I got out and worked as a private security dog handler at the Baghdad embassy for a short time. I figured this was the next logical step. I came to find out that the job sounded good on paper, but sitting at a guard shack for 12 hours a day, 6 days a week, left me feeling unfulfilled and wanting more out of my life. A week before going back to Baghdad for the last time, I was toying with the idea of coding and came across Codeup. I was accepted into the program a couple of days later and left for Baghdad and started once I returned. Compared to all my life experiences, Codeup was mentally one of the hardest things I’ve accomplished. But if I can do it, so can you. What would have taken me years and years to accomplish, took me about 5 months. Less than two weeks after I graduated Codeup I was offered a job as a software developer at a well-known company where I’ll start in about a week.
The decision to go to Codeup, give it my all and come out the other side a software developer- will affect my life in every way and also that of my future family. I’m grateful for all the staff and instructors there and thankful that I don’t just have a graduation certificate, but the actual skills I need to succeed for the rest of my life.",https://codeup.com/alumni-stories/breaking-the-mold-my-journey-to-become-a-software-developer/
Are Coding Schools Regulated In Texas? It Depends. - Codeup,"Jan 21, 2020 ","Are Coding Schools Regulated In Texas? It Depends.
Jan 21, 2020 | Codeup News


by Paul Flahive, Tech Reporter at TPR
In December a post on LinkedIn celebrated the forthcoming launch of a coding program called Codebound, a partnership between San Antonio’s University of the Incarnate Word and local software studio Appddiction.
Then a competitor questioned the legitimacy of the training program.
“It looks like Codebound hasn’t been licensed by the state of Texas,” said Dimitri Antoniou in the post’s comments section. “In which case any and all advertising for their programs would be illegal and entitle students to a full tuition refund.”
Click here to read full story by Texas Public Radio.",https://codeup.com/codeup-news/are-coding-schools-regulated-in-texas-it-depends/
Thinking About a Bootcamp to Transition Careers? - Codeup,"Jan 20, 2020 ","Thinking About a Bootcamp to Transition Careers?
Jan 20, 2020 | Tips for Prospective Students


Five Questions to Ask Yourself When Thinking About a Bootcamp to Transition Your Career
When I was researching ways to transition my career from education to the tech field, I wasn’t really sure about the questions I should be asking myself. It’s hard to know what you should be thinking about when it comes to doing something you’ve never done before; the more drastic the transition, the more difficult it is to know! For me, time was a deciding factor because I’m an adult with a family and all of the responsibilities that come along with that role. I knew I wanted a non-traditional path to my new career, and that’s how I found Codeup, a career accelerator in Texas. A year and a half after I started researching my options, I’m a month away from completing Codeup’s Data Science program, and I have a much better idea of what you might want to think about if you’re starting to do your own research.
Here are five questions to ask yourself if you are thinking about a bootcamp to transition your career.

What is my end goal? If like me, you are looking to transition from one career to another, you should be comfortable with the idea that whether you are going into web development or data science, you will be starting out as a junior. I was in education for almost two decades, so when I left, I was at the top of my profession. It’s one thing to think about how exciting it will be to learn and do new things, but the reality can be more jarring than you think. Be prepared to struggle like you haven’t in many years and even fail sometimes. Keep your eyes on the prize, landing that first job in a new field, and cut yourself some slack as you struggle with new concepts and experiences. You didn’t start at the top in your last career, and this one will be no different.
How stable is my personal life? If you’re thinking about undertaking an intensive program to start the next chapter of your life, the last thing you need is to be distracted by a shaky personal life. You’re going to need some type of outside support, so you can focus all of your energy and attention on learning and practicing new skills. The cool thing about an intensive program like a bootcamp is that you are done in a fraction of the time it takes to finish a traditional degree. You will often have to sacrifice your nights and weekends, though, and that can be rough on your loved ones. Make sure to think and talk about those sacrifices before you commit to a program. Remember, it’s only for a short time!
How much time do I need to prepare myself? I took a full year to get my life in order before starting my twenty-week data science program, and that worked for me. That gave me time to complete my teaching contract, save a little money, and complete the intensive amount of pre-work I needed to do for my program. I know most of the students in my cohort did not need that much time to prepare, so the time you need will be entirely up to your unique situation. Be honest with yourself, and don’t let others make you feel rushed. This is a lifestyle change, so build a solid foundation for your future success.
Are my finances in order? This one goes along with preparing yourself, but it’s important enough to deserve its own question. At Codeup, you are strongly encouraged not to work during your program, and there is good reason for that. For a short window, you are committing all of your resources to a goal, and most likely you will need most of your outside time to study and work on projects. This is a huge sacrifice for most independent adults, so make sure you are diligent when answering this question. There were a few people in my cohort who had no choice but to keep a part-time job on the side. Be realistic with yourself about how challenging this new field is going to be for you, about family responsibilities you may have, and plan accordingly for the months you will be without an income.
Do I have a Plan B? You might expect me to tell you here that you should have a good, solid Plan B in place in case you bomb out of your program. Only you know what you really need to be successful, but I will tell you that I had no Plan B, and I used that to motivate me during the most challenging times of my program. There are going to be times when you feel like you emotionally and even physically can’t keep going in such an intensive program. If I had had an easier and acceptable backup plan, there are many times I may have been tempted to take that option. As I head into my capstone project, I’m so happy and proud that I kept pushing myself to meet the challenges I faced along this journey. You should decide before you start if a Plan B will help or hurt you. Personally, I gave myself no option but to succeed.

 
There are so many things to consider when planning a major transition in your life, but asking yourself these five questions is a good place to start. Your answers and your journey will be uniquely yours, so don’t be discouraged if they look different from other students in your chosen program. Even with the growing appreciation for diversity in our workplaces, it can be intimidating to pursue your passion if you have a non-traditional background; trust me, I know! All I can tell you is that there is room for passionate and committed people in every field, so do your research and go get your dream life.
__________________________________________________________________________________________________________________________________________________

WRITTEN BY



Faith Kane




Educator, data scientist, barre junkie. I work and play in San Antonio with my husband, daughter, and pup. Connect with me at www.linkedin.com/in/faithkane
 
__________________________________________________________________________________________________________________________________________________
Follow Faith’s blog on medium for more incredible content like this, and click the link above to connect with her on Linkedin!

Stay in the know with student stories and information that is sure to help you on your career journey, and keep up with our free events all by joining our newsletter! Click this link to sign up today!",https://codeup.com/tips-for-prospective-students/thinking-about-a-bootcamp-to-transition-careers/
It's Official | Codeup is in Dallas! - Codeup,"Jan 19, 2020 ","It’s Official | Codeup is in Dallas!
Jan 19, 2020 | Dallas Newsletter







Now Enrolling for January 2020
After 6 years of placing tech talent in San Antonio, Codeup is now open in Dallas! Our inaugural class kicks off in January, and there are only 25 seats available. Read more below to learn about our program, Dallas campus, Dallas company partnerships, and more.





Full Stack Web Development Program
Codeup Dallas is in full swing, and we are now accepting applications for our new campus. Kickstart your career as a developer in 20 weeks – no experience required! With a custom full stack curriculum, professional development services, and large employer network, Codeup will mold you into a well-rounded full stack web developer! We don’t just teach in-demand technical skills; we also teach you how to think, learn, and work like a developer. Our grads work at companies like USAA, Accenture, Cognizant, and Oracle, both in Dallas and across Texas.",https://codeup.com/dallas-newsletter/its-official-codeup-is-in-dallas/
How I Became a Software Developer with Codeup - Codeup,"Jan 17, 2020 ","How I Became a Software Developer with Codeup
Jan 17, 2020 | Alumni Stories


We spoke with one of our talented Alumni, Alex Ahrens, who just recently graduated with our Ceres web development cohort. Alex shed some light on his Codeup and coding experience, and we’re sharing his story in hopes that it helps others take one step closer to landing the career of their dreams. 
Let’s start with you introducing yourself; where are you from, and what was your background before Codeup?
“My name is Alex, I’m not from San Antonio but have lived here on and off for most of my life. I have had a lot of random odd jobs before going to Codeup, everything from customer service, to logging, to a cruise ship deckhand, to bartender.”
What made you interested in coding? And what made you decide to pull the trigger and look for ways to make it your career?
“I was in Military Intelligence in the Army, and when I transitioned out, I decided to stay in intel and went to UTSA to get a CS degree to be in Cyber Security.”
How did you end up coming to Codeup?
“I was bottlenecked in my degree plan (required to take a few prerequisite classes before I could proceed with my degree) at UTSA and decided that I didn’t want to spend another three semesters trying to get passed those classes. Codeup cut that time significantly for a very similar outcome at a cheaper price, so that’s what I chose.”
What has your experience been like here?
“Very challenging, but rewarding as well. My classmates were always there for each other when we needed help and generally went out of our way to help. That along with the enormous amount of knowledge made it a difficult but enjoyable experience.”
What would you tell people considering a career in software development?
“Practice. Without consistent practice, it is beyond difficult to learn and just as hard to retain. Keep programming even when you don’t need to. Learning doesn’t stop when class is over or when you’re graduated. You have to constantly stick with it.” 
__________________________________________________________________________________________________________________________________________________
   Alex Ahrens is a software developer in San Antonio, TX. 
__________________________________________________________________________________________________________________________________________________
Are you ready to explore the world of tech and the possibilities of a new career? Then make sure to sign up for some of our free events in our events tab, and get hands-on experience with us!",https://codeup.com/alumni-stories/how-i-became-a-software-developer-with-codeup/
Why I Chose to Teach at Codeup - Codeup,"Jan 16, 2020 ","Why I Chose to Teach at Codeup
Jan 16, 2020 | Codeup News


Hi, my name is Douglas Hirsh, and I’m a Web Development Instructor at Codeup Dallas! I’m passionate about technology, software, human behavior, and teaching. As we prepare to launch our first cohort in Dallas, I want to share why I decided to teach at Codeup.
 
Quick about me: I’m a self-taught developer! I have enjoyed an 18 year career in tech, during which I’ve worked at companies ranging from small startups to Fortune 50 and made my way up through the ranks to Senior Developer. I’ve also worked as an instructor at another coding bootcamp and a CTO of a local startup. 
 
How did I hear about Codeup? I saw them post on Slack! I was excited about the idea of returning to teaching, and reached out. We began talking, and I spent over a dozen hours getting to know their team, from management to instruction. During our conversations, I made up my mind: I wanted to work for Codeup. Here’s why!
 
#1: Codeup has a well-thought-out and high-quality curriculum. Not only that, but it teaches programming fundamentals. Some bootcamps teach programs that cover a dozen different technologies: React, Angular, Node, Ruby, Rails, Mongo DB, MySQL, Python, etc. As a developer, I can tell you: that’s crazy. Instead of a list of keywords, I discovered Codeup teaches a narrow scope of technologies with a focus on teaching students how to learn software development, giving them the power to go learn whatever technologies they want.
 
#2: Codeup promises, and follows through, to refund 100% of a student’s tuition if they don’t find a job after graduation. A lot of places say, ‘Hey come on over, we’ll help!’ I knew Codeup was for real and not just a money grab when they told me: “if a student does everything they’re supposed to and doesn’t find a job, that’s on us, not them.”
 
#3: Codeup has an impressive network of employer partners. They place graduates at companies like USAA, Accenture, Oracle, SWBC, and other large companies with a reputation. Having worked at a bootcamp, I know exactly how hard it is to get a company like USAA to consider bootcamp grads. That upped their cred in my book WAY high.
 
#4: Codeup accepts the GI Bill. In my eyes, the government legitimized them with their stamp of approval.
 
Lastly, and most importantly, Codeup helped me realize my passion for helping bring other people into this amazing field. I’m so excited that I get to teach at Codeup, and help so many find a career they love. If you want to learn to code or start a new career, reach out to us – we’d love for you to decide to learn at Codeup.",https://codeup.com/codeup-news/why-i-chose-to-teach-at-codeup/
How A Year of Life Change Lead Me To Codeup - Codeup,"Jan 6, 2020 ","How A Year of Life Change Lead Me To Codeup
Jan 6, 2020 | Alumni Stories


This time last year I was a college student majoring in Kinesiology and decided to take a step down from management roles to focus on school. I didn’t have any major goals or expected to make any life-changing decisions, then I lost my best friend, my mentor in life.
Tito Bradshaw lived life to the fullest and was a leader in the cycling community. This death kickstarted me onto a path to change my life and do more than I ever thought I was capable of. Like Tito, I decided to go on an adventure and explore New York, push my body past its limits in strength and endurance and somehow I ended up in the right place at the right time and met some people from Codeup.
I always thought I would just be in sales my entire life and have an uneventful life, this year I have done more than I could have ever imagined. Conversations went from “Look how much I sold!” to “Look what I programmed!!!”.
I am so humbled to end this year not as “Eddy the Sales guy” but as a Software Developer! I’m excited to land my first dev role, explore new city’s and most importantly give back to my community. I know if Tito was here he would be proud.
____________________________________________________________________________________________________________________________________________________
Eddy Bautista is a Full Stack Web Development Alumni, follow him on Linkedin to hear more about his journey!",https://codeup.com/alumni-stories/how-a-year-of-life-change-lead-me-to-codeup/
Codeup Talks Expanding Its Coding School To All Of Texas - Codeup,"Jan 2, 2020 ","Codeup Talks Expanding Its Coding School To All Of Texas
Jan 2, 2020 | Codeup News





Photo Taken In Chon Buri, ThailandBy Jeannette E. Garcia  – Reporter, San Antonio Business Journal
Seven years ago, Joseph Villafranca walked into the 10th floor of the Weston Centre for an interview to enroll in a new coding school. As he entered an empty office room and helped Michael Girdley, one of the three co-founders of Codeup LLC, take down chairs for the one-on-one interview, Villafranca wondered whether the school was a scam.
“As someone that wanted to own my own business, I felt I needed something else — a hard skill to my skillset — and coding was it,” Villafranca said.
Graduating with a bachelor of science in business administration from Texas A&M University – College Station, the South Side native wasn’t satisfied working as a manager of a local Orange Leaf Frozen Yogurt location.






Check out the full story with infographics and graphs here.",https://codeup.com/codeup-news/codeup-talks-expanding-its-coding-school-to-all-of-texas-2/
Why Codeup is Bringing Its Software Bootcamp to North Texas - Codeup,"Dec 30, 2019 ","Why Codeup is Bringing Its Software Bootcamp to North Texas
Dec 30, 2019 | Codeup News


By Kevin Cummings,  NTX Inno Staff Writer (Dallas Business Journal)
—
Started in 2013, San Antonio-based Codeup has been making a name for itself and helping bolster Texas’ tech and startup scene by training the next group of software developers. Now, after honing its curriculum and strengthening its ties across the state, Codeup is ready to open its second campus in Dallas.
Near the end of November, with the greenlight from the Texas Workforce Commission, the company began accepting applications for its first North Texas cohort that will begin in downtown Dallas in early 2020. It plans to have about 3 cohorts go through its 20-week program, graduating between 50 to 75 people next year.
“It seems to make good sense that we should be here; the number of jobs is more than the number of people that can do them and that’s what makes it such a great opportunity right now,” Jason Straughan, CEO and co-founder of Codeup, told NTX Inno. “We want to make sure that we are getting the people that come through our classes jobs, we want our Dallas cohorts to have the same or better employment rates than they do in San Antonio.”
What started in the corner of a coworking space in San Antonio, with people walking in and out of the space while trying to teach the class, has quickly become a well-recognized organizations for helping people transition into coding and data careers. It started with a problem Straughan and his fellow co-founders noticed in the industry. Applicants would come in for interviews at their respective companies with a wealth of knowledge about theory, but when it came to practicality and implementation, they seemed to be lacking.
“We were talking about how college is teaching people to be computer scientists like you would teach an astronomer how a telescope works,” Straughan said.
So Codeup was launched with a simple premise – teach software development like you would teach a skilled trade, with immersive learning. Over the course of the company’s 20-week program, students start coding on day one. The classes go from 9 a.m. to 5 p.m. and by the end of it, students log about 630 classroom hours of direct experience.
“It’s day one you start writing code,” Straughan said. “How do you learn German? You speak it. How do you learn to code? It’s fingers on keyboards, and so that’s what we do.”
Codeup distinguishes itself from the numerous other similar programs out there in that it is outcome-driven, rather than profit-motivated. The co-founders of the organization are all involved in the tech industry outside of Codeup, allowing them to focus more on the curriculum than a business plan. Straughan said that in the beginning, instead of thinking about what students want to learn, Codeup went directly to the companies that would be hiring graduates and asked what skills were needed.
This has given Codeup a high job placement rate for its graduates, with more than 98 percent of alumni finding jobs in the industry. Codeup stands by its program, offering graduates a complete refund if they are unable to find a software-related job within six months.
“Now that we are growing, we’re trying to do it slow to make sure that we maintain that kind of quality on the output, because we think that’s the long-term goal,” Straughan said. “We think it’s actually the most responsible way to deliver and education product.”
Straughan credits Codeup’s 28-member team with the success of the company. The connections made from previous graduates has, in part, driven Codeup’s expansion to Dallas. In the past year, the organization has placed 17 graduates in the North Texas area with large companies like USAA and Cognizant. In addition, he said that the growth of the tech industry in the region has made it attractive not only for its relatively high tech salaries, but also because of the number of job openings.
When it opens next year in Dallas, Codeup will also focus on helping drive diversity and inclusion in the local tech workforce. The company strives to have cohorts that represent the larger demographics of the region. It also offers scholarships for disadvantaged and minority residents looking to apply. Straughan said that it is something the tech industry should be talking about more, because the software that is being developed is used by all types of people, and those people should be represented at the development of the software as well.
“I think one of the other things we really enjoy about Codeup is when I entered software development, almost everybody in that career looked like me – they were all white dudes that liked to play with computers… the industry is changing and it is becoming more diverse, and I think we have an opportunity to help kickstart that and speed up that process,” he said. “I realized that the impact we are making is really a cool experience, it’s moving to me, it really is a purpose.”",https://codeup.com/codeup-news/why-codeup-is-bringing-its-software-bootcamp-to-north-texas/
How I Paid $43 For My Codeup Tuition - Codeup,"Nov 27, 2019 ","How I Paid $43 For My Codeup Tuition
Nov 27, 2019 | Alumni Stories



By Jesse Ruiz


Bootcamps or career accelerator programs are short term education programs designed to help you learn new skills and find a job. If you are thinking about attending one, I will share some tips about finding a bootcamp, my story about how I chose to attend Codeup in San Antonio, TX and how I got funding to attend.
My first tip is to spend at least a few months to a year researching the topic you want to study and the bootcamps available. There are tons of resources online to learn programming. I will provide a detailed table below of the courses I took, most of which are free. While you are learning the basics, start to learn about the bootcamps that teach this subject, read through bootcamp curriculum, take notes on tuition costs and start dates and note whether or not they provide scholarships. This first step is crucial for figuring out if this topic is something you are genuinely interested in.
Secondly, when you start researching bootcamps, you will find that cost of tuition can be high. The best strategy is to look simultaneously look for funding and bootcamps. First look locally and seek out local and federal grants to attend based on being under-employed, unemployed or under-represented in the field (minorities). I was only able to find funding because I met with a local career training program which enabled me to access local and Department of Labor funds. If you don’t meet the criteria of being being under-employed, unemployed or under-represented in the field, then don’t worry! There are still other scholarships and loans out there.
Warning!—only start to contact/call up the bootcamps when you are comfortable with your basic skills in programming (or whatever you are trying to learn) and when you are committed to attending. Bootcamp admissions will aggressively seek you out. They want you to attend their courses. You should have clear intentions about what you want to do, how much money you want to spend, and how good you are at programming. Just be honest with the people you speak to about your circumstances. This is a process so take your time. Often, if you get rejected from a bootcamp, you can still re-apply later.
Lastly, there are almost always loan companies that specialize in loan for students of bootcamps. If the cost of tuition is still prohibitive, you can consider loans as your last option. In most cases, these loans can be repaid easily with the job you will (hopefully, most likely) get after you graduate. Some bootcamps offer refunds if you don’t get a job (with conditions) and others offer deferred tuition where you don’t pay anything until you get your first job.
As for my experience, I learned about Data Science online and spent 10 months researching the subject and bootcamps. I took a slew of courses online to learn the basics, which I will share below. Then I started to apply to bootcamps. Ultimately, I was able to find Codeup in my hometown. I visited their campus and spoke with their admissions representative about funding. I loved that this school was in my hometown, so it was a practical choice for a full-time program. I also liked the instructors and admissions people that I met. The admissions person told me about their funding options and sent me to a local career training program, which informed me about local and federal grants that were not easily accessible online. Working with this local program was long and uncertain but I stuck with it. The real reasons I was able to get funding through them were because I had been under-employed for years, I had used up all my savings, I was living at home with family and I was unemployed at the time that I applied for the funding. In the end, I chose Codeup because I was able to find funding, it was in my hometown and I genuinely liked the people I met there, especially Maggie Giust, the Senior Data Scientist.
I will share a table of the exact funding amounts that I got below. This will probably not be the norm. I got extremely lucky with my funding.
All in all, this whole process is precarious, scary and hard. You should give yourself plenty of time to research and learn about the process, the bootcamps and the subject you are trying to study.
If you need any advice, please feel free to contact me directly. And if this was helpful please send it along to anyone you think would benefit from it.
List of resources for researching bootcamps
https://www.switchup.org/
https://www.coursereport.com/best-coding-bootcamps
List of the Courses I Took (In order that I took them)




Name of Course
Notes
Difficulty/My Critique &
Experience
Link to course


1. Data Science & Analytics Career Paths & Certifications: First Steps with Jungwoo Ryoo
**Requires sign in. By pass by using local library access or your university’s access, i.e. “Sign in with your organization’s portal”
Easy
Lynda.com (search title after you sign in)


2.Statistics Foundations with Eddie Davila
Same as above
Easy/Medium
Lynda.com (search title after you sign in)


3. Excel 2016 Essential Training with Dennis Taylor
Same as above
Easy, Run through videos at 2X speed
Lynda.com (search title after you sign in)


4. A Gentle Introduction to Programming Using Python
Utilized Python 2. Required setting up Python environment on your computer.
Medium, Very fast paced. Not a good idea to learn Python 2. Stopped course halfway
MIT 6.189 OCW


5. Learning Path: Becoming a User Experience Designer
This is a group of courses meant to teach UX. **Requires sign in. By pass by using local library access or your university’s access, i.e. “Sign in with your organization’s portal”
Medium. Mostly lectures.
Lynda.com (search title after you sign in)


6. Python Tutorial
Took a couple of days to complete. Sign up for free; doesn’t require setting up an environment on your computer
Easiest, short exercises.
Mode Analytics


7. Learn Python 2
Sign up for free; lots of exercises; doesn’t require setting up an environment on your computer.
Easy/Medium; took about a week to complete
Codecademy Python


8. Data Structures Fundamentals
Enroll for free on EdX, self-paced
Medium/Hard; Didn’t understand most of it; stopped halfway.
EdX UCSD Data Structures Fundamentals


9. Introduction to Algorithms MITX
Enroll for free. Video lectures and HW assignments
Hard. Stopped after 5 lectures.
MIT 6.006 OCW


10. Statistics and Probability Khan Academy
Join for free. Very robust website with quizzes and video lectures.
Easy/Medium; Spent about 4 weeks on it, slowly. One of my fav. sites.
Khan Academy Stats and Prob


11. Linear Algebra Khan Academy
Join for free. Very robust website with quizzes and video lectures.
Easy/Medium; Spent about 2 weeks on it, slowly.
Khan Academy Linear Algebra


12. Introduction to JavaScript: Drawing and Animation
Join for free. Very robust website with quizzes and video lectures.
Easy/Medium; Spent about 2 weeks on it, slowly.
Khan Academy Intro To JS


13. Data Science Math Skills, Duke University
Join for free. Audit courses for free. Some times you can get stuck when they ask you to pay in order to submit quizzes. If this happens to you, just skip the quizzes or sign up for a “free trial” and cancel before you are charged.
Easy, work through exercises slowly. Spent about 1 week on it.
Coursera, Data Science Math Skills, Duke U


14. Linear Algebra for Machine Learning, Imperial College London
Same as above
Easy/Medium; Spent about 2 weeks on it. Didn’t learn the page rank assignment because of the pay wall.
Coursera, Linear Algebra for Machine Learning, Imperial College London


15. Basic Statistics, University of Amsterdam
Same as above
Easy/Medium; Spent about 2 weeks on it. Made a new account so that I could get a ‘free trial’ to submit quizzes. Slowly did all work.
Coursera, Basic Statistics, University of Amsterdam




Other courses I dabbled in and other resources:
Basic HTML and HTML5 and CSS, FreeCodeCamp.org
The Open Source Data Science Masters, Created by Clare Corthell, http://datasciencemasters.org/
List of 5-Day Data Challenges, Kaggle, https://www.kaggle.com/rtatman/list-of-5-day-challenges/
Siraj Raval, How-To Videos and Curriculum on Github and Youtube, https://github.com/llSourcell/Learn_Data_Science_in_3_Months



Codeup is proud to offer a variety of scholarships, grant and loan partners. To find out more information, visit our Financial Aid.


Jesse Ruiz is a data scientist, designer, and artist. She was born in Seoul, South Korea and raised in Texas. She has degrees in philosophy and art from Barnard College and the University of Wisconsin – Madison and received training in data science at Codeup in San Antonio, TX.
Connect with her on Linkedin or read more of her work here.",https://codeup.com/alumni-stories/how-i-paid-43-for-my-codeup-tuition/
Codeup Dallas Now Taking Applications - Codeup,"Nov 21, 2019 ","Codeup Dallas Now Taking Applications
Nov 21, 2019 | Codeup News, Dallas Newsletter


It’s official! Codeup has been approved by the Texas Workforce Commission to open in Dallas! We are super excited to share this news with you as this will be our second location from our current home in San Antonio.
With this great news, we also what to let you know our applications are open! At our Dallas location, we will be offering our Full Stack Web Development program come 2020. 
After five years exclusively focused on San Antonio, we chose to expand because the bootcamp model has grown. We’ve watched our competitors expand nationally, open dozens of campuses, buy and sell to and from each other, launch coworking spaces, and more. Meanwhile, we believe the outcomes of our graduates far outweigh the number of campuses we have. 
Why are we offering a Full Stack Web Development program? Codeup wants to serve the tech gap currently existing in Dallas and launch a proper campus for our future students. Outcomes have always been our biggest motivator and we want to make sure we continue with that in mind. Codeup’s conversations with employer partners in the area have helped us understand what offerings best suit the tech job market in the area.
Learn more about our Full Stack Web Development curriculum and how to apply for a 2020 class!",https://codeup.com/dallas-newsletter/codeup-dallas-now-taking-applications/
A Quest Through Codeup - Codeup,"Nov 5, 2019 ","A Quest Through Codeup
Nov 5, 2019 | Codeup News







many financial opttions are available
Codeup isn’t a cheap program – we know that. As one of the longest accelerators in the country, we recognize that cost is a concern for many prospective students. That’s why this week we are excited to highlight one of our long-standing financial aid partners – Project QUEST – to show you how many pathways are available. 
First of all, we view your tuition as an investment in your future, and we put our best people, ideas, and efforts to make that investment fruitful. But we also want to make that investment more accessible by providing as many financial pathways as possible for tuition funding. As we approach their annual fundraising luncheon this week, we want to highlight Project QUEST as one of the most effective pathways you can explore.

“The experience of attending Codeup has radically altered my life. Now, instead of financially treading water in a service industry job with a college degree that felt wasted, I have a fulfilling professional career with exciting possibilities for in-field advancement.” – Madeleine Capper






See All Financial Aid Options



Request More Info





Project QUEST is a San Antonio-based non-profit dedicated to workforce development and building our city’s future economy. They provide grant funding for education and training programs, as well as career coaching and support resources (like utilities, childcare, and transportation). Over the last 4 years, Project QUEST and Codeup have collaborated to help dozens of students change careers.
“Assistance from Project QUEST was invaluable and empowering. They offer incredible support for career training.” – Jesse Ruiz
In 2019 alone, Project QUEST has helped Codeup train 23 Software Developers and Data Scientists. Those students received grant funding (i.e. free money) anywhere from $2,000 to a full tuition ride, allowing them to fully focus on their education. Our combined efforts help empower life change, resulting in a 92% completion rate and a 95% employment rate of students receiving Project QUEST funding. And when we say life change, we mean it. The average starting salary leaving our program for Project QUEST participants this year was $59,000! That’s the salary floor, and there’s no ceiling. Considering that many of Project QUEST’s participants come from backgrounds of under or unemployment, these are generationally impactful numbers.
“QUEST’s help compounded this opportunity by giving me enough fiscal assistance that I am now on more secure financial footing than I have been in my entire adult life.” – Madeleine Capper
If you’re excited about Project QUEST’s impact on individuals and communities, support their work by donating here! If you’re considering a career change, reach out to us at info@codeup.com and we’ll help support your quest for a better future.",https://codeup.com/codeup-news/a-quest-through-codeup/
